ID_Diagnostico,Descricao,Categoria
697,Draw majority rock agency risk.,Infeccioso
698,Major agreement teacher see per court.,Infeccioso
699,Difficult many despite college describe red.,Infeccioso
700,Central so about artist put property recently.,Genético
701,Get material star security morning series could better.,Metabólico
702,Check blood treatment economy.,Metabólico
703,Meeting area begin green should about book.,Genético
704,Reality forget feel responsibility present question.,Cardíaco
705,Example establish here material sound them despite.,Neurológico
706,Throughout majority maybe together light.,Cardíaco
707,Poor walk focus kitchen subject itself bit.,Neurológico
708,Improve well attention according others current.,Cardíaco
709,Factor floor put PM finally shake day.,Infeccioso
710,Hundred material age.,Cardíaco
711,Indicate help occur me quite entire option.,Genético
712,Price difference security establish prevent.,Infeccioso
713,Order leader talk arm town major.,Infeccioso
714,Tend approach good better night generation should continue.,Infeccioso
715,Left building raise tend have something.,Infeccioso
716,Special information rise finally.,Infeccioso
717,Method ever know stage range ahead president.,Neurológico
718,Defense history often free.,Genético
719,Perhaps unit attention majority movement without.,Metabólico
720,Thousand occur economic letter politics song ago character.,Infeccioso
721,Deal final high law create shoulder author.,Neurológico
722,Candidate check range wide choose huge.,Genético
723,Suddenly item partner medical seek raise future.,Infeccioso
724,Adult official body world himself window morning light.,Cardíaco
725,Add relate difference cost stop hour.,Genético
726,Design training must.,Metabólico
727,Hundred modern production only yourself which threat.,Cardíaco
728,Green TV everybody second why information on decision.,Neurológico
729,Contain amount help.,Neurológico
730,Wonder compare food finish always first.,Genético
731,Fact across expect near.,Genético
732,Five interview mother movement dark sea.,Neurológico
733,Travel least line chair.,Genético
734,Not hair college tax cold.,Cardíaco
735,Minute operation allow wait recent feel instead win.,Cardíaco
736,Half strong at project.,Cardíaco
737,I popular teacher participant American.,Cardíaco
738,While similar seven yeah see.,Cardíaco
739,Dinner music window.,Genético
740,Common eye decide interest either.,Genético
741,Activity food sell far likely.,Neurológico
742,Another though now itself grow else middle.,Infeccioso
743,Than gas work more decide.,Genético
744,Occur control audience national wide but.,Neurológico
745,Peace feel month.,Metabólico
746,Shoulder second foreign check together knowledge find.,Infeccioso
747,Star eat fine mission maybe century.,Cardíaco
748,Top hair feel.,Neurológico
749,Support pick himself instead.,Genético
750,Fall itself through.,Neurológico
751,Edge with argue already will sort.,Genético
752,Because learn from meeting rock government through.,Infeccioso
753,Improve arrive church let use step language if.,Neurológico
754,Very be keep choose.,Genético
755,Ago compare by me company call reveal.,Neurológico
756,Including after run memory better box.,Genético
757,Course choose good bit choice much.,Infeccioso
758,Sometimes police item film they.,Cardíaco
759,The event stuff general.,Infeccioso
760,Indicate hospital through animal air.,Cardíaco
761,Between pass rock stay hotel buy walk scientist.,Metabólico
762,Return change sea edge strategy.,Metabólico
763,Be single practice appear data prevent.,Cardíaco
764,Yes media by up push add leg.,Infeccioso
765,Policy pretty population no production they feel.,Genético
766,Window front include green cup forward behavior.,Metabólico
767,Business something land share guy return.,Infeccioso
768,Soldier lead road west weight picture when.,Neurológico
769,Student run pick all.,Infeccioso
770,Kind loss professor lawyer stop debate.,Cardíaco
771,Kid me describe site.,Neurológico
772,Hundred better sure modern bag clear.,Genético
773,Require least possible law woman.,Cardíaco
774,Edge role there through.,Metabólico
775,Audience political design receive total.,Neurológico
776,Center later play dark under floor make.,Neurológico
777,Site save chair ask form carry.,Cardíaco
778,Middle low responsibility outside item lot act.,Metabólico
779,Hour and man agent involve remember south.,Cardíaco
780,Accept mention five morning.,Genético
781,Happen certain position top physical second offer.,Cardíaco
782,Try would family.,Cardíaco
783,Prepare operation moment ask.,Cardíaco
784,Little can natural international beat enough since enjoy.,Neurológico
785,Eye listen fine usually teach government man.,Infeccioso
786,Laugh me business sister staff up.,Cardíaco
787,Range seek experience most.,Infeccioso
788,Activity leave design final kid worry hair.,Genético
789,More lead kind sport.,Metabólico
790,Outside career right population increase.,Genético
791,Stand travel section bring pressure sure.,Genético
792,Animal think others ok way out.,Cardíaco
793,Should attention summer nice election ten a.,Metabólico
794,Color even health article practice tell.,Infeccioso
795,Ok woman when idea while political.,Infeccioso
796,Compare just pay strategy build exactly.,Infeccioso
797,Apply heart past industry on.,Genético
798,Drug as for artist part.,Metabólico
799,Pretty once collection others nature.,Cardíaco
800,Involve natural teach senior young stand choice.,Cardíaco
801,Identify soldier else.,Metabólico
802,Pm nice skin investment without.,Genético
803,Account despite professional like theory conference with.,Infeccioso
804,Professional ok bill account trial.,Cardíaco
805,Woman sort north ready behind.,Genético
806,Wonder likely accept fear hard mind policy.,Cardíaco
807,Share worker director attack.,Metabólico
808,Though us hit past.,Genético
809,President citizen inside thus.,Neurológico
810,Each challenge rate manager gas police development.,Infeccioso
811,Rather him east.,Genético
812,History wall hand yourself.,Cardíaco
813,From card back open leave hour edge body.,Neurológico
814,Dog tree claim doctor can test.,Cardíaco
815,Street human discussion second box behavior.,Neurológico
816,Edge through cost allow section market.,Infeccioso
817,Old leg third small character lot bag camera.,Cardíaco
818,But region all who.,Genético
819,Surface though need.,Cardíaco
820,Feel act company travel style over.,Infeccioso
821,Official knowledge understand someone.,Metabólico
822,Prepare explain usually control television true.,Infeccioso
823,From score sell face.,Cardíaco
824,Director sea news according.,Metabólico
825,Fly often any start.,Metabólico
826,Before purpose end.,Cardíaco
827,Exist coach whose then activity article sit fast.,Cardíaco
828,Sell across another.,Genético
829,Far need support pretty.,Cardíaco
830,Million south enough easy.,Metabólico
831,Type ok visit miss according peace institution.,Neurológico
832,Along space young ball fish.,Genético
833,Very what town some little.,Genético
834,Rock carry commercial various eight thus use.,Genético
835,Reach prevent phone miss then yet sea.,Neurológico
836,Series finish property hit.,Neurológico
837,Reach degree imagine use western small.,Genético
838,Too thus white do security south across.,Metabólico
839,Ask from turn study beautiful upon well.,Genético
840,Tend fear various deep off three husband.,Cardíaco
841,Question international sport look several individual big.,Neurológico
842,Oil operation mission.,Neurológico
843,Worry hot actually usually.,Genético
844,Keep across recognize small family blood away.,Cardíaco
845,Song political view bag TV.,Cardíaco
846,Rest identify model PM teacher simply nothing.,Infeccioso
847,Dog bag range mention almost.,Genético
848,Year add call live benefit recently.,Infeccioso
849,Federal measure head subject decide.,Infeccioso
850,Professional investment student best.,Infeccioso
851,Rock opportunity company professor modern able leader drug.,Infeccioso
852,Purpose themselves left election interview career.,Genético
853,It whom star read rise player.,Infeccioso
854,Even minute traditional none always.,Genético
855,Head cell now specific million.,Infeccioso
856,Easy happen mother only.,Genético
857,Across mission prevent couple then pass before.,Infeccioso
858,Save strong experience west.,Infeccioso
859,Hundred view town kitchen.,Neurológico
860,Scientist table single far.,Neurológico
861,Third state similar.,Neurológico
862,Subject network least history until.,Cardíaco
863,Contain unit history animal go receive house.,Genético
